time,open,high,low,close,valley_peak,fast_ema,slow_ema
2021-11-25 02:27:00,9081.6,8891.0,8889.8,9081.9,0,9080.809771377997,9080.299208446604
2021-11-25 02:28:00,9082.0,8890.4,8889.5,9081.1,0,9080.874266627332,9080.38818528587
2021-11-25 02:29:00,9081.0,8890.0,8889.1,9079.3,0,9080.524429599036,9080.267275809663
2021-11-25 02:30:00,9079.2,8889.2,8887.9,9078.5,0,9080.074556354806,9080.070911830811
2021-11-25 02:31:00,9078.6,8889.1,8888.2,9079.1,0,9079.85798827596,9079.963032738498
2021-11-25 02:32:00,9079.0,8888.8,8886.9,9078.7,0,9079.60065754797,9079.822695767554
2021-11-25 02:33:00,9078.6,8887.0,8885.8,9079.1,1,9079.489400315088,9079.742396237825
2021-11-25 02:34:00,9079.0,8887.3,8886.5,9078.5,0,9079.269533578401,9079.6043522114
2021-11-25 02:35:00,9078.4,8887.3,8886.5,9078.9,0,9079.187415005423,9079.526090854577
2021-11-25 02:36:00,9079.0,8887.7,8886.8,9079.5,0,9079.256878337552,9079.523191870736
2021-11-25 02:37:00,9079.4,8887.9,8887.0,9079.7,0,9079.355349818095,9079.542837218432
2021-11-25 02:38:00,9079.6,8887.7,8886.4,9079.7,0,9079.431938747408,9079.560299749717
2021-11-25 02:39:00,9079.8,8888.5,8887.0,9079.1,0,9079.358174581317,9079.509155333082
2021-11-25 02:40:00,9079.0,8889.9,8888.4,9078.5,3,9079.167469118802,9079.397026962739
2021-11-25 02:41:00,9078.4,8889.9,8889.0,9078.9,0,9079.108031536845,9079.341801744657
2021-11-25 02:42:00,9079.0,8889.4,8888.3,9078.7,0,9079.01735786199,9079.270490439694
2021-11-25 02:43:00,9078.6,8889.3,8888.6,9078.3,0,9078.85794500377,9079.162658168618
2021-11-25 02:44:00,9078.4,8889.2,8888.2,9078.1,0,9078.689512780711,9079.044585038771
2021-11-25 02:45:00,9078.2,8889.1,8888.0,9078.1,0,9078.558509940553,9078.939631145575
2021-11-25 02:46:00,9078.2,8889.2,8888.2,9078.9,0,9078.63439662043,9078.935227684955
2021-11-25 02:47:00,9078.8,8889.7,8888.9,9079.5,0,9078.826752927002,9078.997980164404
2021-11-25 02:48:00,9079.4,8889.5,8888.4,9078.9,0,9078.843030054335,9078.98709347947
2021-11-25 02:49:00,9079.0,8889.2,8887.8,9079.3,0,9078.944578931148,9079.02186087064
2021-11-25 02:50:00,9079.4,8888.8,8888.1,9078.7,0,9078.89022805756,9078.98609855168
2021-11-25 02:51:00,9078.6,8888.9,8888.2,9078.5,0,9078.803510711436,9078.932087601494
2021-11-25 02:52:00,9078.4,8889.0,8888.1,9077.3,0,9078.469397220006,9078.75074453466
2021-11-25 02:53:00,9077.4,8889.1,8888.0,9076.7,0,9078.076197837783,9078.522884030808
2021-11-25 02:54:00,9076.8,8888.5,8887.3,9076.5,0,9077.725931651608,9078.298119138497
2021-11-25 02:55:00,9076.6,8888.7,8887.7,9076.5,0,9077.453502395696,9078.09832812311
2021-11-25 02:56:00,9076.6,8889.3,8888.4,9077.5,0,9077.463835196653,9078.031847220542
2021-11-25 02:57:00,9077.4,8889.3,8888.2,9076.9,0,9077.338538486285,9077.90608641826
2021-11-25 02:58:00,9077.0,8888.6,8887.1,9077.3,0,9077.32997437822,9077.838743482896
2021-11-25 02:59:00,9077.4,8888.1,8887.0,9077.9,0,9077.456646738616,9077.845549762575
2021-11-25 03:00:00,9078.0,8888.1,8886.9,9077.9,0,9077.55516968559,9077.851599788955
2021-11-25 03:01:00,9078.0,8888.9,8888.2,9077.3,0,9077.498465311013,9077.790310923516
2021-11-25 03:02:00,9077.2,8889.3,8888.4,9077.5,0,9077.49880635301,9077.758054154236
2021-11-25 03:03:00,9077.4,8889.0,8887.5,9076.5,0,9077.276849385675,9077.61827035932
2021-11-25 03:04:00,9076.6,8887.6,8886.1,9075.9,0,9076.970882855525,9077.427351430508
2021-11-25 03:05:00,9075.8,8886.9,8886.2,9074.1,0,9076.33290888763,9077.057645716008
2021-11-25 03:06:00,9074.0,8886.6,8886.0,9074.1,0,9075.836706912602,9076.72901841423
2021-11-25 03:07:00,9074.2,8887.0,8886.1,9074.7,0,9075.584105376469,9076.50357192376
2021-11-25 03:08:00,9074.8,8886.9,8885.7,9074.1,0,9075.254304181699,9076.236508376676
2021-11-25 03:09:00,9074.0,8886.3,8885.3,9073.7,0,9074.908903252433,9075.954674112601
2021-11-25 03:10:00,9073.6,8886.2,8885.3,9073.1,0,9074.506924751893,9075.63748810009
2021-11-25 03:11:00,9073.0,8886.7,8885.5,9072.5,0,9074.060941473695,9075.288878311192
2021-11-25 03:12:00,9072.4,8885.7,8884.3,9073.5,0,9073.936287812874,9075.090114054394
2021-11-25 03:13:00,9073.6,8885.0,8883.8,9072.1,2,9073.528223854457,9074.75787915946
2021-11-25 03:14:00,9072.2,8886.3,8884.6,9071.1,0,9072.988618553467,9074.351448141742
2021-11-25 03:15:00,9071.2,8886.6,8885.3,9070.9,3,9072.524481097142,9073.967953903772
2021-11-25 03:16:00,9071.0,8885.9,8884.7,9069.9,0,9071.941263075554,9073.515959025575
2021-11-25 03:17:00,9069.8,8886.0,8884.7,9069.9,0,9071.487649058765,9073.114185800512
2021-11-25 03:18:00,9070.0,8885.8,8884.9,9071.1,0,9071.401504823483,9072.890387378233
2021-11-25 03:19:00,9071.2,8886.0,8884.4,9070.7,0,9071.24561486271,9072.647011002873
2021-11-25 03:20:00,9070.8,8885.0,8884.3,9071.9,0,9071.391033782107,9072.564009780332
2021-11-25 03:21:00,9072.0,8885.0,8884.3,9072.5,0,9071.637470719417,9072.556897582517
2021-11-25 03:22:00,9072.4,8885.9,8884.6,9073.7,0,9072.095810559547,9072.683908962237
2021-11-25 03:23:00,9073.8,8886.3,8885.4,9073.3,0,9072.363408212981,9072.752363521988
2021-11-25 03:24:00,9073.4,8885.6,8884.7,9072.5,0,9072.39376194343,9072.724323130657
2021-11-25 03:25:00,9072.6,8885.0,8884.1,9072.7,1,9072.46181484489,9072.721620560584
2021-11-25 03:26:00,9072.8,8885.7,8884.6,9072.9,0,9072.559189323803,9072.741440498297
2021-11-25 03:27:00,9072.8,8885.6,8884.7,9072.3,0,9072.501591696291,9072.692391554043
2021-11-25 03:28:00,9072.2,8885.9,8885.2,9072.3,0,9072.45679354156,9072.648792492482
2021-11-25 03:29:00,9072.4,8887.3,8885.3,9074.3,0,9072.866394976769,9072.832259993318
2021-11-25 03:30:00,9074.2,8887.4,8886.2,9074.7,3,9073.27386275971,9073.039786660727
2021-11-25 03:31:00,9074.6,8886.8,8886.1,9074.1,0,9073.457448813107,9073.157588142869
2021-11-25 03:32:00,9074.0,8886.9,8886.0,9072.9,0,9073.333571299083,9073.128967238106
2021-11-25 03:33:00,9073.0,8887.2,8886.3,9073.9,0,9073.45944434373,9073.214637544983
2021-11-25 03:34:00,9074.0,8887.1,8886.1,9074.7,0,9073.735123378458,9073.379677817762
2021-11-25 03:35:00,9074.8,8886.5,8886.0,9074.5,0,9073.905095961023,9073.504158060234
2021-11-25 03:36:00,9074.6,8886.6,8885.3,9074.9,0,9074.126185747462,9073.659251609097
2021-11-25 03:37:00,9074.8,8886.6,8885.4,9076.5,0,9074.653700025803,9073.974890319198
2021-11-25 03:38:00,9076.4,8886.9,8885.9,9076.3,0,9075.019544464514,9074.233235839287
2021-11-25 03:39:00,9076.4,8886.7,8885.7,9077.7,0,9075.615201250177,9074.618431857143
2021-11-25 03:40:00,9077.6,8886.8,8885.5,9077.1,0,9075.945156527916,9074.894161650795
2021-11-25 03:41:00,9077.0,8886.7,8885.6,9076.3,0,9076.024010632824,9075.050365911817
2021-11-25 03:42:00,9076.2,8887.5,8886.4,9076.7,0,9076.174230492197,9075.233658588282
2021-11-25 03:43:00,9076.6,8886.9,8885.5,9076.5,0,9076.246623716153,9075.374363189585
2021-11-25 03:44:00,9076.4,8885.8,8885.0,9076.3,1,9076.258485112563,9075.477211724075
2021-11-25 03:45:00,9076.2,8886.3,8885.4,9075.7,0,9076.13437730977,9075.501965976957
2021-11-25 03:46:00,9075.6,8886.2,8885.5,9075.5,0,9075.993404574267,9075.501747535072
2021-11-25 03:47:00,9075.4,8887.9,8885.9,9075.5,0,9075.883759113318,9075.50155336451
2021-11-25 03:48:00,9075.4,8888.8,8887.7,9074.5,0,9075.576257088136,9075.390269657342
2021-11-25 03:49:00,9074.4,8889.8,8888.6,9073.7,0,9075.15931106855,9075.202461917637
2021-11-25 03:50:00,9073.8,8890.1,8889.0,9073.9,3,9074.879464164427,9075.057743926789
2021-11-25 03:51:00,9074.0,8889.6,8888.7,9074.5,0,9074.795138794554,9074.995772379369
2021-11-25 03:52:00,9074.6,8889.2,8888.1,9075.7,0,9074.996219062432,9075.074019892772
2021-11-25 03:53:00,9075.8,8889.0,8888.3,9076.7,0,9075.37483704856,9075.254684349131
2021-11-25 03:54:00,9076.8,8888.7,8888.1,9077.7,0,9075.891539926657,9075.526386088117
2021-11-25 03:55:00,9077.8,8889.0,8888.0,9075.9,1,9075.893419942955,9075.567898744992
2021-11-25 03:56:00,9075.8,8889.8,8888.3,9076.5,0,9076.028215511187,9075.671465551104
2021-11-25 03:57:00,9076.4,8890.8,8889.8,9076.3,0,9076.088612064257,9075.741302712093
2021-11-25 03:58:00,9076.4,8891.7,8890.5,9077.3,0,9076.357809383311,9075.914491299638
2021-11-25 03:59:00,9077.2,8892.8,8891.2,9077.5,0,9076.611629520354,9076.090658933012
2021-11-25 04:00:00,9077.4,8893.7,8892.6,9079.3,0,9077.209045182497,9076.4472523849
2021-11-25 04:01:00,9079.2,8894.6,8893.2,9078.1,0,9077.407035141941,9076.6308910088
2021-11-25 04:02:00,9078.0,8894.9,8894.1,9079.7,0,9077.916582888176,9076.971903118932
2021-11-25 04:03:00,9079.6,8894.9,8893.7,9080.5,0,9078.490675579693,9077.363913883495
2021-11-25 04:04:00,9080.4,8894.7,8893.6,9080.5,0,9078.937192117539,9077.71236789644
2021-11-25 04:05:00,9080.6,8894.5,8893.1,9080.3,0,9079.240038313641,9077.999882574613
2021-11-25 04:06:00,9080.4,8894.2,8893.3,9080.9,0,9079.608918688387,9078.3221178441
2021-11-25 04:07:00,9080.8,8893.7,8893.2,9080.1,0,9079.718047868746,9078.519660305867
2021-11-25 04:08:00,9080.0,8894.1,8892.9,9079.3,0,9079.625148342358,9078.606364716326
2021-11-25 04:09:00,9079.2,8894.2,8893.3,9078.1,0,9079.2862264885,9078.550101970068
2021-11-25 04:10:00,9078.2,8894.6,8893.6,9077.1,0,9078.800398379944,9078.388979528949
2021-11-25 04:11:00,9077.2,8895.0,8894.0,9076.9,4,9078.378087628846,9078.223537359065
2021-11-25 04:12:00,9077.0,8895.0,8893.9,9075.5,0,9077.738512600214,9077.920922096946
2021-11-25 04:13:00,9075.4,8893.9,8892.6,9075.9,0,9077.329954244611,9077.696375197285
2021-11-25 04:14:00,9075.8,8892.9,8892.1,9075.3,0,9076.878853301365,9077.430111286476
2021-11-25 04:15:00,9075.4,8892.4,8891.1,9075.3,1,9076.527997012172,9077.193432254646
2021-11-25 04:16:00,9075.4,8892.5,8891.5,9076.3,0,9076.477331009466,9077.09416200413
2021-11-25 04:17:00,9076.2,8892.1,8891.3,9076.5,0,9076.482368562918,9077.02814400367
2021-11-25 04:18:00,9076.4,8893.3,8891.9,9076.1,0,9076.39739777116,9076.925016892152
2021-11-25 04:19:00,9076.2,8894.1,8892.8,9075.9,3,9076.286864933123,9076.811126126357
2021-11-25 04:20:00,9076.0,8894.0,8892.7,9076.3,0,9076.289783836874,9076.754334334539
2021-11-25 04:21:00,9076.4,8893.9,8893.3,9075.9,0,9076.203165206458,9076.659408297368
2021-11-25 04:22:00,9075.8,8893.9,8892.9,9077.3,0,9076.446906271689,9076.730585153216
2021-11-25 04:23:00,9077.2,8894.1,8893.2,9077.9,0,9076.769815989092,9076.860520136192
2021-11-25 04:24:00,9077.8,8893.9,8892.9,9076.5,0,9076.709856880405,9076.820462343281
2021-11-25 04:25:00,9076.6,8894.0,8892.4,9076.9,0,9076.752110906982,9076.829299860694
2021-11-25 04:26:00,9077.0,8893.4,8891.9,9078.1,0,9077.051641816543,9076.97048876506
2021-11-25 04:27:00,9078.0,8893.0,8891.4,9078.9,0,9077.462388079533,9077.184878902275
2021-11-25 04:28:00,9078.8,8892.7,8891.8,9079.3,0,9077.870746284081,9077.419892357579
2021-11-25 04:29:00,9079.2,8893.5,8892.2,9078.9,0,9078.099469332063,9077.584348762291
2021-11-25 04:30:00,9079.0,8893.6,8892.8,9078.9,0,9078.277365036049,9077.730532233149
2021-11-25 04:31:00,9079.0,8893.5,8891.8,9078.1,0,9078.237950583594,9077.771584207243
2021-11-25 04:32:00,9078.2,8892.2,8891.5,9078.7,0,9078.340628231685,9077.87474151755
2021-11-25 04:33:00,9078.6,8891.8,8890.6,9078.7,1,9078.420488624644,9077.966436904488
2021-11-25 04:34:00,9078.6,8892.2,8891.2,9079.3,0,9078.615935596945,9078.114610581766
2021-11-25 04:35:00,9079.4,8892.4,8891.6,9080.3,0,9078.990172130956,9078.357431628236
2021-11-25 04:36:00,9080.2,8892.6,8891.1,9081.3,0,9079.503467212966,9078.684383669543
2021-11-25 04:37:00,9081.2,8892.2,8890.9,9081.5,0,9079.94714116564,9078.997229928482
2021-11-25 04:38:00,9081.4,8891.9,8891.3,9082.1,0,9080.425554239942,9079.34198215865
2021-11-25 04:39:00,9082.2,8892.1,8891.0,9081.3,0,9080.619875519955,9079.559539696578
2021-11-25 04:40:00,9081.4,8892.1,8890.6,9081.9,0,9080.90434762663,9079.819590841404
2021-11-25 04:41:00,9082.0,8893.2,8891.5,9082.3,3,9081.21449259849,9080.095191859025
2021-11-25 04:42:00,9082.4,8893.2,8892.5,9081.9,0,9081.366827576603,9080.29572609691
2021-11-25 04:43:00,9082.0,8892.8,8891.1,9080.9,0,9081.263088115136,9080.362867641697
2021-11-25 04:44:00,9081.0,8891.9,8891.2,9081.1,0,9081.226846311773,9080.444771237064
2021-11-25 04:45:00,9081.2,8892.2,8891.2,9082.3,0,9081.465324909157,9080.65090776628
2021-11-25 04:46:00,9082.4,8892.1,8891.3,9082.9,0,9081.78414159601,9080.900806903359
2021-11-25 04:47:00,9082.8,8891.8,8891.0,9083.3,0,9082.120999019118,9081.167383914097
2021-11-25 04:48:00,9083.4,8892.1,8891.0,9083.1,0,9082.338554792648,9081.382119034753
2021-11-25 04:49:00,9083.2,8891.5,8890.9,9081.7,0,9082.196653727615,9081.417439142004
2021-11-25 04:50:00,9081.6,8891.5,8890.7,9081.7,1,9082.08628623259,9081.448834792893
2021-11-25 04:51:00,9081.6,8891.8,8891.1,9082.7,0,9082.222667069793,9081.587853149238
2021-11-25 04:52:00,9082.8,8892.7,8891.0,9082.5,0,9082.28429660984,9081.689202799324
2021-11-25 04:53:00,9082.4,8892.5,8892.0,9082.1,0,9082.243341807653,9081.734846932732
2021-11-25 04:54:00,9082.0,8893.0,8891.8,9081.9,0,9082.167043628175,9081.75319727354
2021-11-25 04:55:00,9081.8,8893.2,8892.1,9081.5,0,9082.018811710803,9081.725064243146
2021-11-25 04:56:00,9081.6,8893.1,8892.2,9080.9,0,9081.77018688618,9081.633390438352
2021-11-25 04:57:00,9080.8,8893.3,8892.5,9081.1,0,9081.62125646703,9081.574124834091
2021-11-25 04:58:00,9081.0,8893.4,8892.3,9082.1,3,9081.7276439188,9081.632555408081
2021-11-25 04:59:00,9082.0,8893.2,8890.9,9081.1,0,9081.5881674924,9081.573382584962
2021-11-25 05:00:00,9081.2,8891.5,8890.8,9080.9,0,9081.435241382978,9081.498562297744
2021-11-25 05:01:00,9080.8,8891.5,8890.7,9081.7,0,9081.494076631205,9081.520944264661
2021-11-25 05:02:00,9081.6,8891.0,8890.0,9081.1,0,9081.406504046492,9081.474172679698
2021-11-25 05:03:00,9081.0,8890.7,8889.8,9080.1,0,9081.116169813939,9081.321486826399
2021-11-25 05:04:00,9080.0,8890.5,8889.6,9079.1,0,9080.668132077508,9081.0746549568
2021-11-25 05:05:00,9079.2,8890.1,8888.8,9078.3,0,9080.141880504729,9080.766359961599
2021-11-25 05:06:00,9078.4,8889.2,8888.1,9078.9,0,9079.865907059233,9080.558986632532
2021-11-25 05:07:00,9079.0,8889.1,8888.2,9078.7,0,9079.606816601627,9080.352432562251
2021-11-25 05:08:00,9078.8,8889.0,8887.9,9079.5,1,9079.583079579043,9080.257717833112
2021-11-25 05:09:00,9079.6,8890.4,8888.6,9080.5,0,9079.786839672588,9080.284638073877
2021-11-25 05:10:00,9080.4,8891.2,8889.9,9080.5,0,9079.945319745346,9080.30856717678
2021-11-25 05:11:00,9080.6,8890.9,8890.3,9081.1,0,9080.201915357491,9080.396504157137
2021-11-25 05:12:00,9081.0,8890.6,8889.8,9079.9,0,9080.134823055827,9080.341337028567
2021-11-25 05:13:00,9079.8,8891.5,8890.0,9080.3,0,9080.17152904342,9080.336744025393
2021-11-25 05:14:00,9080.4,8891.7,8890.5,9080.5,0,9080.244522589326,9080.354883578128
2021-11-25 05:15:00,9080.6,8890.8,8889.8,9080.1,0,9080.212406458364,9080.326563180557
2021-11-25 05:16:00,9080.0,8891.4,8890.2,9079.5,0,9080.05409391206,9080.234722827161
2021-11-25 05:17:00,9079.6,8891.8,8891.1,9079.9,0,9080.01985082049,9080.19753140192
2021-11-25 05:18:00,9079.8,8891.2,8890.2,9078.9,0,9079.770995082603,9080.053361246151
2021-11-25 05:19:00,9079.0,8891.7,8890.8,9080.5,0,9079.932996175357,9080.102987774357
2021-11-25 05:20:00,9080.6,8893.5,8891.3,9081.1,0,9080.192330358612,9080.21376691054
2021-11-25 05:21:00,9081.0,8893.7,8892.8,9078.9,0,9079.905145834477,9080.067792809368
2021-11-25 05:22:00,9078.8,8893.9,8892.7,9078.3,3,9079.54844676015,9079.871371386105
